"","id","id_spp","id_process","E_sch","E_SE_sch","lnB0_sch","lnB0_SE_sch","lnB0Bug","E_D_sch","E_D_SE_sch","T_h_sch","T_h_SE_sch","T_pk_sch","P_pk_sch","P_pkBug","AIC_sch","r_sq_sch","AftPk","BefPk","MinVal","B0_renorm10"
"72","MTD3245","Sphagnum angustifolium","net photosynthesis",0.585363569898004,0.0687170063799415,15.4958505819408,2.84576959925931,FALSE,1.58088821318969,0.122084081400727,294.73680016992,0.648754316975602,293.892466,-8.01037017885978,FALSE,-19.401709848111,0.973418076660284,3,4,NA,0.000197038629426487
"73","MTD3247","Sphagnum warnstorfii","net photosynthesis",0.657851677494921,0.0992522776067757,18.363449929907,4.13187178368075,FALSE,1.33281410578728,0.0752194458706839,294.824562423645,0.690612731689545,293.829726,-8.20640300824995,FALSE,-20.6946963341721,0.989890163970628,2,4,NA,0.000167311658461638
"74","MTD3249","Agropyron smithii","net photosynthesis",2.83706626343898e-12,2.45030064861952e-06,-29.0997261698608,0.072615808271941,FALSE,10.3225830103571,3.94799655353969,295.352023884687,629149.672510238,293.15,-29.0997261699731,FALSE,1.28639418380764,0.795656741359377,7,4,NA,2.30223419125456e-13
"75","MTD3250","Agropyron smithii","net photosynthesis",0.167517493938793,0.0255961357409778,-22.2013091687269,1.01502038023698,FALSE,2.26762053128844,0.229837389203157,308.519732174381,0.814031039358059,308.074244,-28.5775320770529,FALSE,-29.0161001137848,0.940696944545815,8,5,NA,2.38430026254314e-13
"76","MTD3251","Agropyron smithii","net photosynthesis",0.266953571756377,0.0366732637655332,-18.0852468473501,1.4780318780804,FALSE,1.30670034898607,0.189807573417025,309.240175108541,1.04816333603869,308.074244,-28.3310461213181,FALSE,-34.7053969824258,0.960025199696839,7,6,NA,2.4798890885416e-13
"77","MTD3252","Nicotiana tabacum","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
"78","MTD3253","Nicotiana tabacum","net photosynthesis",0.409734836967863,0.416927932563389,5.01066382404642,16.5672907440506,FALSE,1.07255250783133,0.117130972044301,305.20888500452,1.28143499315082,303.15,-11.0534006891463,FALSE,-17.8448421807033,0.979613467416339,2,2,NA,7.48919384918812e-06
"79","MTD3254","Nicotiana tabacum","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
"80","MTD3255","Nicotiana tabacum","net photosynthesis",0.417668439042831,0.425344021306499,5.30269892068545,16.8374257465138,FALSE,1.18048376522672,0.119638597384521,304.310837562789,1.13025926932305,303.15,-11.0596423712109,FALSE,-16.1376097903253,0.984216815519628,2,2,NA,7.29471963603501e-06
"81","MTD3256","Nicotiana tabacum","net photosynthesis",0.466485307314999,0.409003861067849,7.24686198539801,16.1456168777759,FALSE,1.27686156631221,0.117411143094098,304.562058082873,1.08275934306806,303.15,-10.982288750047,FALSE,-15.3881710424533,0.984580545672382,2,2,NA,6.92803147497702e-06
"82","MTD3257","Nicotiana tabacum","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
"83","MTD3258","Nicotiana tabacum","net photosynthesis",18.5349777736779,156.480989270529,711.25450505861,6087.80452199971,FALSE,19.129373768383,156.672067574894,299.190328279435,4.89114576686955,298.15,-11.1430858158444,FALSE,-17.3241348436666,0.998919064996041,4,0,NA,0
"84","MTD3259","Nicotiana tabacum","net photosynthesis",0.533860887024642,0.00766967855488374,8.82929025324728,0.297778269311729,FALSE,2.00528840026034,0.075513539061666,315.299683552601,0.0553398007272207,313.15,-11.1458079248804,FALSE,-42.5088972955799,0.999980524328643,1,3,NA,2.16392325627549e-06
"85","MTD3260","Nicotiana tabacum","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
"86","MTD3261","Nicotiana tabacum","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
"87","MTD3262","Nicotiana tabacum","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
"88","MTD3263","Nicotiana tabacum","net photosynthesis",0.178603256115657,0.0200639959310838,-4.15115673435557,0.790350058167509,FALSE,1.26780645406772,0.0678860805150208,306.491109374204,0.168525504269972,308.15,-11.0675654777211,FALSE,-41.032955234553,0.999698790718013,2,2,NA,1.04194297529613e-05
"89","MTD3264","Pinus sylvestris","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
"90","MTD3265","Pinus sylvestris","net photosynthesis",8.64137528487339,0.469158171760359,344.377498836867,19.7424483849306,FALSE,8.6415512636669,0.681604276744841,289.590910437397,1892.46301092566,289.15,-12.59522713415,FALSE,4.37968137286562,0.905964813767295,0,4,NA,3.2165167190861e-06
"91","MTD3266","Pinus sylvestris","net photosynthesis",5.86445723686916,15.0670244615966,229.769257237365,629.532556222832,FALSE,5.86470838849365,15.342544705183,293.83929321747,2434.45800727471,293.15,-11.8209777778054,FALSE,4.32810314226478,0.931723201739166,1,3,NA,5.79873646821275e-06
"92","MTD3267","Picea abies","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
"93","MTD3268","Picea abies","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
"94","MTD3269","Picea abies","net photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA
"95","MTD3270","Picea abies","net photosynthesis",6.6377276037528,0.177228960297162,260.113162542983,7.39622264474985,FALSE,6.63774193694269,0.182693295299358,295.621697746953,28493.8020700079,293.15,-13.4134363423936,FALSE,2.59394325930023,0.939626832732564,0,4,NA,1.2380468921997e-06
"96","MTD3271","Gossypium hirsutum","net photosynthesis",0.447260062379921,0.0537021397836539,6.67886466528952,2.09437545822607,FALSE,2.35505998718887,0.338772527920182,310.148128259695,0.599975471949112,309.429484,-10.2643635033468,FALSE,-21.1995626550303,0.982989961999738,3,3,NA,8.75519430817871e-06
"97","MTD3272","Geraea canescens","net photosynthesis",0.367632884867683,0.0878816641708796,4.32476164971314,3.44226941168141,FALSE,2.45826594241333,0.400912793213426,305.442187943545,0.71928860337379,305.229346,-9.80047145431896,FALSE,-19.468409389941,0.963354313229014,4,3,NA,2.17124558917317e-05
"98","MTD3273","Geraea canescens","net photosynthesis",0.1012407995264,0.0650752770287256,-5.91035372732098,2.46393785413723,FALSE,4.77136768346246,0.810947313166302,314.239126749049,0.966079706270447,312.855147,-9.674342555964,FALSE,-12.9233865637873,0.980149283993719,7,2,NA,4.28293585361951e-05
"99","MTD3274","Flaveria bidentis","net photosynthesis",0.927784068976619,0.14002555426704,26.3205426262789,5.78932060325562,FALSE,1.192519733516,0.165627271379682,309.738279634767,3.94652679184649,308.72356,-9.93565710877526,FALSE,-10.9710928751526,0.984919299853112,1,6,NA,7.94332431426587e-06
